Province_State,Country_Region,Last_Update,Confirmed,Deaths
Tianjin,China,2020-03-09,136,3
Tianjin,China,2020-03-10,136,3
Tianjin,China,2020-03-11,136,3
Tianjin,China,2020-03-12,136,3
Tianjin,China,2020-03-13,136,3
Tianjin,China,2020-03-14,136,3
Tianjin,China,2020-03-15,136,3
Tianjin,China,2020-03-16,136,3
Tianjin,China,2020-03-17,136,3
Tianjin,China,2020-03-18,136,3
Tianjin,China,2020-03-19,137,3
Tianjin,China,2020-03-20,137,3
Tianjin,China,2020-03-21,137,3
Tianjin,China,2020-03-22,137,3
Tianjin,China,2020-03-23,141,3
Tianjin,China,2020-03-24,145,3
Tianjin,China,2020-03-25,145,3
Tianjin,China,2020-03-26,151,3
Tianjin,China,2020-03-27,155,3
Tianjin,China,2020-03-28,161,3
Tianjin,China,2020-03-29,166,3
Tianjin,China,2020-03-30,174,3
Tianjin,China,2020-03-31,174,3
Tianjin,China,2020-04-01,176,3
Tianjin,China,2020-04-02,176,3
Tianjin,China,2020-04-03,180,3
Tianjin,China,2020-04-04,180,3
Tibet,China,2020-01-22,0,0
Tibet,China,2020-01-23,0,0
Tibet,China,2020-01-24,0,0
Tibet,China,2020-01-25,0,0
Tibet,China,2020-01-26,0,0
Tibet,China,2020-01-27,0,0
Tibet,China,2020-01-28,0,0
Tibet,China,2020-01-29,0,0
Tibet,China,2020-01-30,1,0
Tibet,China,2020-01-31,1,0
Tibet,China,2020-02-01,1,0
Tibet,China,2020-02-02,1,0
Tibet,China,2020-02-03,1,0
Tibet,China,2020-02-04,1,0
Tibet,China,2020-02-05,1,0
Tibet,China,2020-02-06,1,0
Tibet,China,2020-02-07,1,0
Tibet,China,2020-02-08,1,0
Tibet,China,2020-02-09,1,0
Tibet,China,2020-02-10,1,0
Tibet,China,2020-02-11,1,0
Tibet,China,2020-02-12,1,0
Tibet,China,2020-02-13,1,0
Tibet,China,2020-02-14,1,0
Tibet,China,2020-02-15,1,0
Tibet,China,2020-02-16,1,0
Tibet,China,2020-02-17,1,0
Tibet,China,2020-02-18,1,0
Tibet,China,2020-02-19,1,0
Tibet,China,2020-02-20,1,0
Tibet,China,2020-02-21,1,0
Tibet,China,2020-02-22,1,0
Tibet,China,2020-02-23,1,0
Tibet,China,2020-02-24,1,0
Tibet,China,2020-02-25,1,0
Tibet,China,2020-02-26,1,0
Tibet,China,2020-02-27,1,0
Tibet,China,2020-02-28,1,0
Tibet,China,2020-02-29,1,0
Tibet,China,2020-03-01,1,0
Tibet,China,2020-03-02,1,0
Tibet,China,2020-03-03,1,0
Tibet,China,2020-03-04,1,0
Tibet,China,2020-03-05,1,0
Tibet,China,2020-03-06,1,0
Tibet,China,2020-03-07,1,0
Tibet,China,2020-03-08,1,0
Tibet,China,2020-03-09,1,0
Tibet,China,2020-03-10,1,0
Tibet,China,2020-03-11,1,0
Tibet,China,2020-03-12,1,0
Tibet,China,2020-03-13,1,0
Tibet,China,2020-03-14,1,0
Tibet,China,2020-03-15,1,0
Tibet,China,2020-03-16,1,0
Tibet,China,2020-03-17,1,0
Tibet,China,2020-03-18,1,0
Tibet,China,2020-03-19,1,0
Tibet,China,2020-03-20,1,0
Tibet,China,2020-03-21,1,0
Tibet,China,2020-03-22,1,0
Tibet,China,2020-03-23,1,0
Tibet,China,2020-03-24,1,0
Tibet,China,2020-03-25,1,0
Tibet,China,2020-03-26,1,0
Tibet,China,2020-03-27,1,0
Tibet,China,2020-03-28,1,0
Tibet,China,2020-03-29,1,0
Tibet,China,2020-03-30,1,0
Tibet,China,2020-03-31,1,0
Tibet,China,2020-04-01,1,0
Tibet,China,2020-04-02,1,0
Tibet,China,2020-04-03,1,0
Tibet,China,2020-04-04,1,0
Xinjiang,China,2020-01-22,0,0
Xinjiang,China,2020-01-23,2,0
Xinjiang,China,2020-01-24,2,0
Xinjiang,China,2020-01-25,3,0
Xinjiang,China,2020-01-26,4,0
Xinjiang,China,2020-01-27,5,0
Xinjiang,China,2020-01-28,10,0
Xinjiang,China,2020-01-29,13,0
Xinjiang,China,2020-01-30,14,0
Xinjiang,China,2020-01-31,17,0
Xinjiang,China,2020-02-01,18,0
Xinjiang,China,2020-02-02,21,0
Xinjiang,China,2020-02-03,24,0
Xinjiang,China,2020-02-04,29,0
Xinjiang,China,2020-02-05,32,0
Xinjiang,China,2020-02-06,36,0
Xinjiang,China,2020-02-07,39,0
Xinjiang,China,2020-02-08,42,0
Xinjiang,China,2020-02-09,45,0
Xinjiang,China,2020-02-10,49,0
Xinjiang,China,2020-02-11,55,0
Xinjiang,China,2020-02-12,59,0
Xinjiang,China,2020-02-13,63,1
Xinjiang,China,2020-02-14,65,1
Xinjiang,China,2020-02-15,70,1
Xinjiang,China,2020-02-16,71,1
Xinjiang,China,2020-02-17,75,1
Xinjiang,China,2020-02-18,76,1
Xinjiang,China,2020-02-19,76,1
Xinjiang,China,2020-02-20,76,1
Xinjiang,China,2020-02-21,76,1
Xinjiang,China,2020-02-22,76,2
Xinjiang,China,2020-02-23,76,2
Xinjiang,China,2020-02-24,76,2
Xinjiang,China,2020-02-25,76,2
Xinjiang,China,2020-02-26,76,2
Xinjiang,China,2020-02-27,76,2
Xinjiang,China,2020-02-28,76,3
Xinjiang,China,2020-02-29,76,3
Xinjiang,China,2020-03-01,76,3
Xinjiang,China,2020-03-02,76,3
Xinjiang,China,2020-03-03,76,3
Xinjiang,China,2020-03-04,76,3
Xinjiang,China,2020-03-05,76,3
Xinjiang,China,2020-03-06,76,3
Xinjiang,China,2020-03-07,76,3
Xinjiang,China,2020-03-08,76,3
Xinjiang,China,2020-03-09,76,3
Xinjiang,China,2020-03-10,76,3
Xinjiang,China,2020-03-11,76,3
Xinjiang,China,2020-03-12,76,3
Xinjiang,China,2020-03-13,76,3
Xinjiang,China,2020-03-14,76,3
Xinjiang,China,2020-03-15,76,3
Xinjiang,China,2020-03-16,76,3
Xinjiang,China,2020-03-17,76,3
Xinjiang,China,2020-03-18,76,3
Xinjiang,China,2020-03-19,76,3
Xinjiang,China,2020-03-20,76,3
Xinjiang,China,2020-03-21,76,3
Xinjiang,China,2020-03-22,76,3
Xinjiang,China,2020-03-23,76,3
Xinjiang,China,2020-03-24,76,3
Xinjiang,China,2020-03-25,76,3
Xinjiang,China,2020-03-26,76,3
Xinjiang,China,2020-03-27,76,3
Xinjiang,China,2020-03-28,76,3
Xinjiang,China,2020-03-29,76,3
Xinjiang,China,2020-03-30,76,3
Xinjiang,China,2020-03-31,76,3
Xinjiang,China,2020-04-01,76,3
Xinjiang,China,2020-04-02,76,3
Xinjiang,China,2020-04-03,76,3
Xinjiang,China,2020-04-04,76,3
Yunnan,China,2020-01-22,1,0
Yunnan,China,2020-01-23,2,0
Yunnan,China,2020-01-24,5,0
Yunnan,China,2020-01-25,11,0
Yunnan,China,2020-01-26,16,0
Yunnan,China,2020-01-27,26,0
Yunnan,China,2020-01-28,44,0
Yunnan,China,2020-01-29,55,0
Yunnan,China,2020-01-30,70,0
Yunnan,China,2020-01-31,83,0
Yunnan,China,2020-02-01,93,0
Yunnan,China,2020-02-02,105,0
Yunnan,China,2020-02-03,117,0
Yunnan,China,2020-02-04,122,0
Yunnan,China,2020-02-05,128,0
Yunnan,China,2020-02-06,133,0
Yunnan,China,2020-02-07,138,0
Yunnan,China,2020-02-08,138,0
Yunnan,China,2020-02-09,141,0
Yunnan,China,2020-02-10,149,0
Yunnan,China,2020-02-11,153,0
Yunnan,China,2020-02-12,154,0
Yunnan,China,2020-02-13,156,0
Yunnan,China,2020-02-14,162,0
Yunnan,China,2020-02-15,168,0
Yunnan,China,2020-02-16,171,0
Yunnan,China,2020-02-17,171,0
Yunnan,China,2020-02-18,172,0
Yunnan,China,2020-02-19,172,1
Yunnan,China,2020-02-20,174,2
Yunnan,China,2020-02-21,174,2
Yunnan,China,2020-02-22,174,2
Yunnan,China,2020-02-23,174,2
Yunnan,China,2020-02-24,174,2
Yunnan,China,2020-02-25,174,2
Yunnan,China,2020-02-26,174,2
Yunnan,China,2020-02-27,174,2
Yunnan,China,2020-02-28,174,2
Yunnan,China,2020-02-29,174,2
Yunnan,China,2020-03-01,174,2
Yunnan,China,2020-03-02,174,2
Yunnan,China,2020-03-03,174,2
Yunnan,China,2020-03-04,174,2
Yunnan,China,2020-03-05,174,2
Yunnan,China,2020-03-06,174,2
Yunnan,China,2020-03-07,174,2
Yunnan,China,2020-03-08,174,2
Yunnan,China,2020-03-09,174,2
Yunnan,China,2020-03-10,174,2
Yunnan,China,2020-03-11,174,2
Yunnan,China,2020-03-12,174,2
Yunnan,China,2020-03-13,174,2
Yunnan,China,2020-03-14,174,2
Yunnan,China,2020-03-15,174,2
Yunnan,China,2020-03-16,176,2
Yunnan,China,2020-03-17,176,2
Yunnan,China,2020-03-18,176,2
Yunnan,China,2020-03-19,176,2
Yunnan,China,2020-03-20,176,2
Yunnan,China,2020-03-21,176,2
Yunnan,China,2020-03-22,176,2
Yunnan,China,2020-03-23,176,2
Yunnan,China,2020-03-24,176,2
Yunnan,China,2020-03-25,176,2
Yunnan,China,2020-03-26,178,2
Yunnan,China,2020-03-27,180,2
Yunnan,China,2020-03-28,180,2
Yunnan,China,2020-03-29,180,2
Yunnan,China,2020-03-30,180,2
Yunnan,China,2020-03-31,182,2
Yunnan,China,2020-04-01,182,2
Yunnan,China,2020-04-02,183,2
Yunnan,China,2020-04-03,184,2
Yunnan,China,2020-04-04,184,2
Zhejiang,China,2020-01-22,10,0
Zhejiang,China,2020-01-23,27,0
Zhejiang,China,2020-01-24,43,0
Zhejiang,China,2020-01-25,62,0
Zhejiang,China,2020-01-26,104,0
Zhejiang,China,2020-01-27,128,0
Zhejiang,China,2020-01-28,173,0
Zhejiang,China,2020-01-29,296,0
Zhejiang,China,2020-01-30,428,0
Zhejiang,China,2020-01-31,538,0
Zhejiang,China,2020-02-01,599,0
Zhejiang,China,2020-02-02,661,0
Zhejiang,China,2020-02-03,724,0
Zhejiang,China,2020-02-04,829,0
Zhejiang,China,2020-02-05,895,0
Zhejiang,China,2020-02-06,954,0
Zhejiang,China,2020-02-07,1006,0
Zhejiang,China,2020-02-08,1048,0
Zhejiang,China,2020-02-09,1075,0
Zhejiang,China,2020-02-10,1092,0
Zhejiang,China,2020-02-11,1117,0
Zhejiang,China,2020-02-12,1131,0
Zhejiang,China,2020-02-13,1145,0
Zhejiang,China,2020-02-14,1155,0
Zhejiang,China,2020-02-15,1162,0
Zhejiang,China,2020-02-16,1167,0
Zhejiang,China,2020-02-17,1171,0
Zhejiang,China,2020-02-18,1172,0
Zhejiang,China,2020-02-19,1174,0
Zhejiang,China,2020-02-20,1175,1
Zhejiang,China,2020-02-21,1203,1
Zhejiang,China,2020-02-22,1205,1
Zhejiang,China,2020-02-23,1205,1
Zhejiang,China,2020-02-24,1205,1
Zhejiang,China,2020-02-25,1205,1
Zhejiang,China,2020-02-26,1205,1
Zhejiang,China,2020-02-27,1205,1
Zhejiang,China,2020-02-28,1205,1
Zhejiang,China,2020-02-29,1205,1
Zhejiang,China,2020-03-01,1205,1
Zhejiang,China,2020-03-02,1206,1
Zhejiang,China,2020-03-03,1213,1
Zhejiang,China,2020-03-04,1213,1
Zhejiang,China,2020-03-05,1215,1
Zhejiang,China,2020-03-06,1215,1
Zhejiang,China,2020-03-07,1215,1
Zhejiang,China,2020-03-08,1215,1
Zhejiang,China,2020-03-09,1215,1
Zhejiang,China,2020-03-10,1215,1
Zhejiang,China,2020-03-11,1215,1
Zhejiang,China,2020-03-12,1215,1
Zhejiang,China,2020-03-13,1215,1
Zhejiang,China,2020-03-14,1227,1
Zhejiang,China,2020-03-15,1231,1
Zhejiang,China,2020-03-16,1231,1
Zhejiang,China,2020-03-17,1232,1
Zhejiang,China,2020-03-18,1232,1
Zhejiang,China,2020-03-19,1233,1
Zhejiang,China,2020-03-20,1234,1
Zhejiang,China,2020-03-21,1236,1
Zhejiang,China,2020-03-22,1238,1
Zhejiang,China,2020-03-23,1238,1
Zhejiang,China,2020-03-24,1240,1
Zhejiang,China,2020-03-25,1241,1
Zhejiang,China,2020-03-26,1243,1
Zhejiang,China,2020-03-27,1247,1
Zhejiang,China,2020-03-28,1251,1
Zhejiang,China,2020-03-29,1254,1
Zhejiang,China,2020-03-30,1255,1
Zhejiang,China,2020-03-31,1257,1
Zhejiang,China,2020-04-01,1257,1
Zhejiang,China,2020-04-02,1258,1
Zhejiang,China,2020-04-03,1260,1
Zhejiang,China,2020-04-04,1262,1
,Colombia,2020-01-22,0,0
,Colombia,2020-01-23,0,0
,Colombia,2020-01-24,0,0
,Colombia,2020-01-25,0,0
,Colombia,2020-01-26,0,0
,Colombia,2020-01-27,0,0
,Colombia,2020-01-28,0,0
,Colombia,2020-01-29,0,0
,Colombia,2020-01-30,0,0
,Colombia,2020-01-31,0,0
,Colombia,2020-02-01,0,0
,Colombia,2020-02-02,0,0
,Colombia,2020-02-03,0,0
,Colombia,2020-02-04,0,0
,Colombia,2020-02-05,0,0
,Colombia,2020-02-06,0,0
,Colombia,2020-02-07,0,0
,Colombia,2020-02-08,0,0
,Colombia,2020-02-09,0,0
,Colombia,2020-02-10,0,0
,Colombia,2020-02-11,0,0
,Colombia,2020-02-12,0,0
,Colombia,2020-02-13,0,0
,Colombia,2020-02-14,0,0
,Colombia,2020-02-15,0,0
,Colombia,2020-02-16,0,0
,Colombia,2020-02-17,0,0
,Colombia,2020-02-18,0,0
,Colombia,2020-02-19,0,0
,Colombia,2020-02-20,0,0
,Colombia,2020-02-21,0,0
,Colombia,2020-02-22,0,0
,Colombia,2020-02-23,0,0
,Colombia,2020-02-24,0,0
,Colombia,2020-02-25,0,0
,Colombia,2020-02-26,0,0
,Colombia,2020-02-27,0,0
,Colombia,2020-02-28,0,0
,Colombia,2020-02-29,0,0
,Colombia,2020-03-01,0,0
,Colombia,2020-03-02,0,0
,Colombia,2020-03-03,0,0
,Colombia,2020-03-04,0,0
,Colombia,2020-03-05,0,0
,Colombia,2020-03-06,1,0
,Colombia,2020-03-07,1,0
,Colombia,2020-03-08,1,0
,Colombia,2020-03-09,1,0
,Colombia,2020-03-10,3,0
,Colombia,2020-03-11,9,0
,Colombia,2020-03-12,9,0
,Colombia,2020-03-13,13,0
,Colombia,2020-03-14,22,0
,Colombia,2020-03-15,34,0
,Colombia,2020-03-16,54,0
,Colombia,2020-03-17,65,0
,Colombia,2020-03-18,93,0
,Colombia,2020-03-19,102,0
,Colombia,2020-03-20,128,0
,Colombia,2020-03-21,196,0
,Colombia,2020-03-22,231,2
,Colombia,2020-03-23,277,3
,Colombia,2020-03-24,378,3
,Colombia,2020-03-25,470,4
,Colombia,2020-03-26,491,6
,Colombia,2020-03-27,539,6
,Colombia,2020-03-28,608,6
,Colombia,2020-03-29,702,10
,Colombia,2020-03-30,798,12
,Colombia,2020-03-31,906,16
,Colombia,2020-04-01,1065,17
,Colombia,2020-04-02,1161,19
,Colombia,2020-04-03,1267,25
,Colombia,2020-04-04,1406,32
,Congo (Brazzaville),2020-01-22,0,0
,Congo (Brazzaville),2020-01-23,0,0
,Congo (Brazzaville),2020-01-24,0,0
,Congo (Brazzaville),2020-01-25,0,0
,Congo (Brazzaville),2020-01-26,0,0
,Congo (Brazzaville),2020-01-27,0,0
,Congo (Brazzaville),2020-01-28,0,0
,Congo (Brazzaville),2020-01-29,0,0
,Congo (Brazzaville),2020-01-30,0,0
,Congo (Brazzaville),2020-01-31,0,0
,Congo (Brazzaville),2020-02-01,0,0
,Congo (Brazzaville),2020-02-02,0,0
,Congo (Brazzaville),2020-02-03,0,0
,Congo (Brazzaville),2020-02-04,0,0
,Congo (Brazzaville),2020-02-05,0,0
,Congo (Brazzaville),2020-02-06,0,0
,Congo (Brazzaville),2020-02-07,0,0
,Congo (Brazzaville),2020-02-08,0,0
,Congo (Brazzaville),2020-02-09,0,0
,Congo (Brazzaville),2020-02-10,0,0
,Congo (Brazzaville),2020-02-11,0,0
,Congo (Brazzaville),2020-02-12,0,0
,Congo (Brazzaville),2020-02-13,0,0
,Congo (Brazzaville),2020-02-14,0,0
,Congo (Brazzaville),2020-02-15,0,0
,Congo (Brazzaville),2020-02-16,0,0
,Congo (Brazzaville),2020-02-17,0,0
,Congo (Brazzaville),2020-02-18,0,0
,Congo (Brazzaville),2020-02-19,0,0
,Congo (Brazzaville),2020-02-20,0,0
,Congo (Brazzaville),2020-02-21,0,0
,Congo (Brazzaville),2020-02-22,0,0
,Congo (Brazzaville),2020-02-23,0,0
,Congo (Brazzaville),2020-02-24,0,0
,Congo (Brazzaville),2020-02-25,0,0
,Congo (Brazzaville),2020-02-26,0,0
,Congo (Brazzaville),2020-02-27,0,0
,Congo (Brazzaville),2020-02-28,0,0
,Congo (Brazzaville),2020-02-29,0,0
,Congo (Brazzaville),2020-03-01,0,0
,Congo (Brazzaville),2020-03-02,0,0
,Congo (Brazzaville),2020-03-03,0,0
,Congo (Brazzaville),2020-03-04,0,0
,Congo (Brazzaville),2020-03-05,0,0
,Congo (Brazzaville),2020-03-06,0,0
,Congo (Brazzaville),2020-03-07,0,0
,Congo (Brazzaville),2020-03-08,0,0
,Congo (Brazzaville),2020-03-09,0,0
,Congo (Brazzaville),2020-03-10,0,0
,Congo (Brazzaville),2020-03-11,0,0
,Congo (Brazzaville),2020-03-12,0,0
,Congo (Brazzaville),2020-03-13,0,0
,Congo (Brazzaville),2020-03-14,0,0
,Congo (Brazzaville),2020-03-15,1,0
,Congo (Brazzaville),2020-03-16,1,0
,Congo (Brazzaville),2020-03-17,1,0
,Congo (Brazzaville),2020-03-18,1,0
,Congo (Brazzaville),2020-03-19,3,0
,Congo (Brazzaville),2020-03-20,3,0
,Congo (Brazzaville),2020-03-21,3,0
,Congo (Brazzaville),2020-03-22,3,0
,Congo (Brazzaville),2020-03-23,4,0
,Congo (Brazzaville),2020-03-24,4,0
,Congo (Brazzaville),2020-03-25,4,0
,Congo (Brazzaville),2020-03-26,4,0
,Congo (Brazzaville),2020-03-27,4,0
,Congo (Brazzaville),2020-03-28,4,0
,Congo (Brazzaville),2020-03-29,19,0
,Congo (Brazzaville),2020-03-30,19,0
,Congo (Brazzaville),2020-03-31,19,0
,Congo (Brazzaville),2020-04-01,19,0
,Congo (Brazzaville),2020-04-02,22,2
,Congo (Brazzaville),2020-04-03,22,2
,Congo (Brazzaville),2020-04-04,22,2
,Congo (Kinshasa),2020-01-22,0,0
,Congo (Kinshasa),2020-01-23,0,0
,Congo (Kinshasa),2020-01-24,0,0
,Congo (Kinshasa),2020-01-25,0,0
,Congo (Kinshasa),2020-01-26,0,0
,Congo (Kinshasa),2020-01-27,0,0
,Congo (Kinshasa),2020-01-28,0,0
,Congo (Kinshasa),2020-01-29,0,0
,Congo (Kinshasa),2020-01-30,0,0
,Congo (Kinshasa),2020-01-31,0,0
,Congo (Kinshasa),2020-02-01,0,0
,Congo (Kinshasa),2020-02-02,0,0
,Congo (Kinshasa),2020-02-03,0,0
,Congo (Kinshasa),2020-02-04,0,0
,Congo (Kinshasa),2020-02-05,0,0
,Congo (Kinshasa),2020-02-06,0,0
,Congo (Kinshasa),2020-02-07,0,0
,Congo (Kinshasa),2020-02-08,0,0
,Congo (Kinshasa),2020-02-09,0,0
,Congo (Kinshasa),2020-02-10,0,0
,Congo (Kinshasa),2020-02-11,0,0
,Congo (Kinshasa),2020-02-12,0,0
,Congo (Kinshasa),2020-02-13,0,0
,Congo (Kinshasa),2020-02-14,0,0
,Congo (Kinshasa),2020-02-15,0,0
,Congo (Kinshasa),2020-02-16,0,0
,Congo (Kinshasa),2020-02-17,0,0
,Congo (Kinshasa),2020-02-18,0,0
,Congo (Kinshasa),2020-02-19,0,0
,Congo (Kinshasa),2020-02-20,0,0
,Congo (Kinshasa),2020-02-21,0,0
,Congo (Kinshasa),2020-02-22,0,0
,Congo (Kinshasa),2020-02-23,0,0
,Congo (Kinshasa),2020-02-24,0,0
,Congo (Kinshasa),2020-02-25,0,0
,Congo (Kinshasa),2020-02-26,0,0
,Congo (Kinshasa),2020-02-27,0,0
,Congo (Kinshasa),2020-02-28,0,0
,Congo (Kinshasa),2020-02-29,0,0
,Congo (Kinshasa),2020-03-01,0,0
,Congo (Kinshasa),2020-03-02,0,0
,Congo (Kinshasa),2020-03-03,0,0
,Congo (Kinshasa),2020-03-04,0,0
,Congo (Kinshasa),2020-03-05,0,0
,Congo (Kinshasa),2020-03-06,0,0
,Congo (Kinshasa),2020-03-07,0,0
,Congo (Kinshasa),2020-03-08,0,0
,Congo (Kinshasa),2020-03-09,0,0
,Congo (Kinshasa),2020-03-10,0,0
,Congo (Kinshasa),2020-03-11,1,0
,Congo (Kinshasa),2020-03-12,1,0
,Congo (Kinshasa),2020-03-13,2,0
,Congo (Kinshasa),2020-03-14,2,0
,Congo (Kinshasa),2020-03-15,2,0
,Congo (Kinshasa),2020-03-16,2,0
,Congo (Kinshasa),2020-03-17,3,0
,Congo (Kinshasa),2020-03-18,4,0
,Congo (Kinshasa),2020-03-19,14,0
,Congo (Kinshasa),2020-03-20,18,0
,Congo (Kinshasa),2020-03-21,23,1
,Congo (Kinshasa),2020-03-22,30,1
,Congo (Kinshasa),2020-03-23,36,1
,Congo (Kinshasa),2020-03-24,45,2
,Congo (Kinshasa),2020-03-25,48,2
,Congo (Kinshasa),2020-03-26,51,3
,Congo (Kinshasa),2020-03-27,51,3
,Congo (Kinshasa),2020-03-28,65,6
,Congo (Kinshasa),2020-03-29,65,6
,Congo (Kinshasa),2020-03-30,81,8
,Congo (Kinshasa),2020-03-31,98,8
,Congo (Kinshasa),2020-04-01,109,9
,Congo (Kinshasa),2020-04-02,134,13
,Congo (Kinshasa),2020-04-03,134,13
,Congo (Kinshasa),2020-04-04,154,18
,Costa Rica,2020-01-22,0,0
,Costa Rica,2020-01-23,0,0
,Costa Rica,2020-01-24,0,0
,Costa Rica,2020-01-25,0,0
,Costa Rica,2020-01-26,0,0
,Costa Rica,2020-01-27,0,0
,Costa Rica,2020-01-28,0,0
,Costa Rica,2020-01-29,0,0
,Costa Rica,2020-01-30,0,0
,Costa Rica,2020-01-31,0,0
,Costa Rica,2020-02-01,0,0
,Costa Rica,2020-02-02,0,0
,Costa Rica,2020-02-03,0,0
,Costa Rica,2020-02-04,0,0
,Costa Rica,2020-02-05,0,0
,Costa Rica,2020-02-06,0,0
,Costa Rica,2020-02-07,0,0
,Costa Rica,2020-02-08,0,0
,Costa Rica,2020-02-09,0,0
,Costa Rica,2020-02-10,0,0
,Costa Rica,2020-02-11,0,0
,Costa Rica,2020-02-12,0,0
,Costa Rica,2020-02-13,0,0
,Costa Rica,2020-02-14,0,0
,Costa Rica,2020-02-15,0,0
,Costa Rica,2020-02-16,0,0
,Costa Rica,2020-02-17,0,0
,Costa Rica,2020-02-18,0,0
,Costa Rica,2020-02-19,0,0
,Costa Rica,2020-02-20,0,0
,Costa Rica,2020-02-21,0,0
,Costa Rica,2020-02-22,0,0
,Costa Rica,2020-02-23,0,0
,Costa Rica,2020-02-24,0,0
,Costa Rica,2020-02-25,0,0
,Costa Rica,2020-02-26,0,0
,Costa Rica,2020-02-27,0,0
,Costa Rica,2020-02-28,0,0
,Costa Rica,2020-02-29,0,0
,Costa Rica,2020-03-01,0,0
,Costa Rica,2020-03-02,0,0
,Costa Rica,2020-03-03,0,0
,Costa Rica,2020-03-04,0,0
,Costa Rica,2020-03-05,0,0
,Costa Rica,2020-03-06,1,0
,Costa Rica,2020-03-07,1,0
,Costa Rica,2020-03-08,5,0
,Costa Rica,2020-03-09,9,0
,Costa Rica,2020-03-10,9,0
,Costa Rica,2020-03-11,13,0
,Costa Rica,2020-03-12,22,0
,Costa Rica,2020-03-13,23,0
,Costa Rica,2020-03-14,26,0
,Costa Rica,2020-03-15,27,0
,Costa Rica,2020-03-16,35,0
,Costa Rica,2020-03-17,41,0
,Costa Rica,2020-03-18,50,0
,Costa Rica,2020-03-19,69,1
,Costa Rica,2020-03-20,89,1
,Costa Rica,2020-03-21,117,2
,Costa Rica,2020-03-22,134,2
,Costa Rica,2020-03-23,158,2
,Costa Rica,2020-03-24,177,2
,Costa Rica,2020-03-25,201,2
,Costa Rica,2020-03-26,231,2
,Costa Rica,2020-03-27,263,2
,Costa Rica,2020-03-28,295,2
,Costa Rica,2020-03-29,314,2
,Costa Rica,2020-03-30,330,2
,Costa Rica,2020-03-31,347,2
,Costa Rica,2020-04-01,375,2
,Costa Rica,2020-04-02,396,2
,Costa Rica,2020-04-03,416,2
,Costa Rica,2020-04-04,435,2
,Cote d'Ivoire,2020-01-22,0,0
,Cote d'Ivoire,2020-01-23,0,0
,Cote d'Ivoire,2020-01-24,0,0
,Cote d'Ivoire,2020-01-25,0,0
,Cote d'Ivoire,2020-01-26,0,0
,Cote d'Ivoire,2020-01-27,0,0
,Cote d'Ivoire,2020-01-28,0,0
,Cote d'Ivoire,2020-01-29,0,0
,Cote d'Ivoire,2020-01-30,0,0
,Cote d'Ivoire,2020-01-31,0,0
,Cote d'Ivoire,2020-02-01,0,0
,Cote d'Ivoire,2020-02-02,0,0
,Cote d'Ivoire,2020-02-03,0,0
,Cote d'Ivoire,2020-02-04,0,0
,Cote d'Ivoire,2020-02-05,0,0
,Cote d'Ivoire,2020-02-06,0,0
,Cote d'Ivoire,2020-02-07,0,0
,Cote d'Ivoire,2020-02-08,0,0
,Cote d'Ivoire,2020-02-09,0,0
,Cote d'Ivoire,2020-02-10,0,0
,Cote d'Ivoire,2020-02-11,0,0
,Cote d'Ivoire,2020-02-12,0,0
,Cote d'Ivoire,2020-02-13,0,0
,Cote d'Ivoire,2020-02-14,0,0
,Cote d'Ivoire,2020-02-15,0,0
,Cote d'Ivoire,2020-02-16,0,0
,Cote d'Ivoire,2020-02-17,0,0
,Cote d'Ivoire,2020-02-18,0,0
,Cote d'Ivoire,2020-02-19,0,0
,Cote d'Ivoire,2020-02-20,0,0
,Cote d'Ivoire,2020-02-21,0,0
,Cote d'Ivoire,2020-02-22,0,0
,Cote d'Ivoire,2020-02-23,0,0
,Cote d'Ivoire,2020-02-24,0,0
,Cote d'Ivoire,2020-02-25,0,0
,Cote d'Ivoire,2020-02-26,0,0
,Cote d'Ivoire,2020-02-27,0,0
,Cote d'Ivoire,2020-02-28,0,0
,Cote d'Ivoire,2020-02-29,0,0
,Cote d'Ivoire,2020-03-01,0,0
,Cote d'Ivoire,2020-03-02,0,0
,Cote d'Ivoire,2020-03-03,0,0
,Cote d'Ivoire,2020-03-04,0,0
,Cote d'Ivoire,2020-03-05,0,0
,Cote d'Ivoire,2020-03-06,0,0
,Cote d'Ivoire,2020-03-07,0,0
,Cote d'Ivoire,2020-03-08,0,0
,Cote d'Ivoire,2020-03-09,0,0
,Cote d'Ivoire,2020-03-10,0,0
,Cote d'Ivoire,2020-03-11,1,0
,Cote d'Ivoire,2020-03-12,1,0
,Cote d'Ivoire,2020-03-13,1,0
,Cote d'Ivoire,2020-03-14,1,0
,Cote d'Ivoire,2020-03-15,1,0
,Cote d'Ivoire,2020-03-16,1,0
,Cote d'Ivoire,2020-03-17,5,0
,Cote d'Ivoire,2020-03-18,6,0
,Cote d'Ivoire,2020-03-19,9,0
,Cote d'Ivoire,2020-03-20,9,0
,Cote d'Ivoire,2020-03-21,14,0
,Cote d'Ivoire,2020-03-22,14,0
,Cote d'Ivoire,2020-03-23,25,0
,Cote d'Ivoire,2020-03-24,73,0
,Cote d'Ivoire,2020-03-25,80,0
,Cote d'Ivoire,2020-03-26,96,0
,Cote d'Ivoire,2020-03-27,101,0
,Cote d'Ivoire,2020-03-28,101,0
,Cote d'Ivoire,2020-03-29,165,1
,Cote d'Ivoire,2020-03-30,168,1
,Cote d'Ivoire,2020-03-31,179,1
